lead_id,lead_interest_enc,lead_status_enc,lead_stage_enc,next_meeting_type_enc,lead_budget_from,lead_budget_to,lead_has_budget,lead_is_closed,days_since_posting,days_since_followup_created,fup_count,fup_positive_hits,fup_negative_hits,fup_has_audio_long,fup_total_audio_seconds,fup_max_budget,fup_avg_days_gap,fup_days_since_last,score,score_category
10523,1,8,1,1,0.0,0.0,0,0,197.0,197.0,3,0,0,0,30.0,0.0,3.5,190.0,18.0,Cold
10522,1,8,6,1,0.0,0.0,0,0,197.0,197.0,4,0,0,0,11.0,0.0,4.67,183.0,23.0,Warm
10521,1,8,0,1,0.0,0.0,0,0,197.0,197.0,5,1,0,1,157.0,0.0,0.5,195.0,26.5,Warm
10520,1,8,1,1,0.0,0.0,0,0,198.0,198.0,4,0,0,0,0.0,0.0,2.67,190.0,16.5,Cold
10519,1,8,6,1,0.0,0.0,0,0,198.0,198.0,3,0,0,1,358.0,0.0,7.0,184.0,28.0,Warm
10518,1,8,6,1,0.0,0.0,0,0,198.0,198.0,4,1,1,0,66.0,0.0,5.0,183.0,22.5,Warm
10517,1,8,1,1,0.0,0.0,0,0,198.0,198.0,4,1,0,0,73.0,0.0,2.67,190.0,19.5,Cold
10516,1,8,6,1,0.0,0.0,0,0,198.0,198.0,3,1,1,0,0.0,0.0,7.5,183.0,20.5,Warm
10515,1,8,1,1,0.0,0.0,0,0,198.0,198.0,5,1,0,0,56.0,0.0,2.0,190.0,19.5,Cold
10514,1,8,2,1,0.0,0.0,0,0,198.0,198.0,2,0,0,0,0.0,0.0,14.0,184.0,17.0,Cold
10513,1,8,1,1,0.0,0.0,0,0,198.0,198.0,2,1,0,0,0.0,0.0,13.0,185.0,18.0,Cold
10512,1,8,1,0,0.0,0.0,0,1,198.0,198.0,3,1,1,0,0.0,0.0,92.5,13.0,12.5,Cold
10511,1,8,1,1,0.0,0.0,0,0,198.0,198.0,3,0,0,0,0.0,0.0,94.0,10.0,16.0,Cold
10510,1,8,6,1,0.0,0.0,0,0,199.0,199.0,9,1,0,0,35.0,0.0,24.62,2.0,27.5,Warm
10508,1,8,0,1,0.0,0.0,0,0,199.0,199.0,13,0,0,0,16.0,0.0,0.0,199.0,23.0,Warm
10506,1,8,6,1,0.0,0.0,0,0,200.0,200.0,5,1,0,0,0.0,0.0,34.25,63.0,25.5,Warm
10505,1,8,6,1,0.0,0.0,0,0,200.0,200.0,5,1,0,1,181.0,0.0,34.25,63.0,32.5,Warm
10504,1,8,0,0,0.0,0.0,0,1,201.0,201.0,2,1,0,0,51.0,0.0,3.0,198.0,21.5,Warm
10503,1,8,2,1,0.0,0.0,0,0,201.0,201.0,7,4,0,0,97.0,0.0,1.83,190.0,28.0,Warm
10502,1,8,6,1,0.0,0.0,0,0,201.0,201.0,6,2,0,0,0.0,0.0,27.6,63.0,27.0,Warm
10501,1,8,6,1,0.0,0.0,0,0,201.0,201.0,4,1,0,1,191.0,0.0,3.0,192.0,29.5,Warm
10500,1,8,6,1,0.0,0.0,0,0,201.0,201.0,5,2,0,1,267.0,0.0,2.75,190.0,31.0,Warm
10499,1,8,0,1,0.0,0.0,0,0,201.0,201.0,1,0,0,0,0.0,0.0,-1.0,198.0,20.0,Cold
10498,1,8,0,1,0.0,0.0,0,0,202.0,202.0,3,0,0,0,0.0,0.0,1.0,196.0,18.5,Cold
10497,1,8,0,1,0.0,0.0,0,0,202.0,202.0,2,0,0,0,0.0,0.0,2.0,196.0,16.0,Cold
10496,1,8,2,1,0.0,0.0,0,0,202.0,202.0,4,1,0,0,0.0,0.0,2.0,190.0,18.5,Cold
10495,1,8,0,1,0.0,0.0,0,0,202.0,202.0,3,0,0,0,46.0,0.0,1.0,196.0,20.0,Cold
10494,1,8,6,1,0.0,0.0,0,0,202.0,202.0,2,1,0,0,0.0,0.0,11.0,191.0,22.5,Warm
10493,1,8,0,1,0.0,0.0,0,0,202.0,202.0,3,0,0,0,47.0,0.0,2.0,198.0,20.0,Cold
10492,1,8,0,1,0.0,0.0,0,0,202.0,202.0,1,1,0,0,0.0,0.0,-1.0,198.0,21.5,Warm
10489,1,8,4,1,0.0,0.0,0,0,202.0,202.0,7,3,0,0,0.0,0.0,1.83,191.0,27.5,Warm
10488,1,8,2,1,0.0,0.0,0,0,203.0,203.0,2,0,0,0,0.0,0.0,0.0,203.0,15.0,Cold
10487,1,8,1,1,0.0,0.0,0,0,203.0,203.0,2,0,0,0,0.0,0.0,0.0,203.0,19.0,Cold
10486,1,8,8,1,0.0,0.0,0,0,203.0,203.0,2,1,0,0,0.0,0.0,0.0,203.0,25.5,Warm
10485,1,8,1,8,0.0,0.0,0,0,203.0,203.0,1,0,0,0,0.0,0.0,-1.0,203.0,15.0,Cold
10484,1,8,1,1,0.0,0.0,0,0,203.0,203.0,2,2,0,0,0.0,0.0,0.0,203.0,22.0,Warm
10483,1,8,1,1,0.0,0.0,0,0,203.0,203.0,2,0,0,0,0.0,0.0,0.0,203.0,14.0,Cold
10482,1,8,1,1,0.0,0.0,0,0,203.0,203.0,1,0,0,0,0.0,0.0,-1.0,203.0,13.0,Cold
10481,1,8,1,1,0.0,0.0,0,0,203.0,203.0,2,0,0,0,0.0,0.0,0.0,199.0,16.5,Cold
10480,1,8,1,1,0.0,0.0,0,0,203.0,203.0,2,2,0,0,0.0,0.0,0.0,203.0,19.0,Cold
10479,1,8,6,0,0.0,0.0,0,1,203.0,203.0,4,2,1,0,0.0,0.0,0.0,203.0,23.2,Warm
10478,1,8,2,1,0.0,0.0,0,0,203.0,203.0,5,1,0,0,0.0,0.0,0.0,203.0,20.2,Warm
10477,1,8,0,1,0.0,0.0,0,0,204.0,204.0,1,0,0,0,0.0,0.0,-1.0,203.0,15.5,Cold
10476,1,8,0,1,0.0,0.0,0,0,204.0,204.0,2,0,0,0,0.0,0.0,4.0,198.0,20.0,Cold
10475,1,8,0,1,0.0,0.0,0,0,204.0,204.0,2,0,0,1,344.0,0.0,4.0,199.0,25.0,Warm
10474,1,8,1,1,0.0,0.0,0,0,204.0,204.0,1,0,0,0,0.0,0.0,-1.0,185.0,16.0,Cold
10473,1,8,0,1,0.0,0.0,0,0,204.0,204.0,5,0,0,0,39.0,0.0,1.5,196.0,20.0,Cold
10472,1,8,0,1,0.0,0.0,0,0,204.0,204.0,3,0,0,0,50.0,0.0,2.0,198.0,20.0,Cold
10471,1,8,6,1,0.0,0.0,0,0,204.0,204.0,7,1,5,0,0.0,0.0,25.5,51.0,19.0,Cold
10470,1,8,2,1,0.0,0.0,0,0,204.0,204.0,3,0,0,0,14.0,0.0,9.5,185.0,19.0,Cold
10469,1,8,6,1,0.0,0.0,0,0,204.0,204.0,7,5,0,0,43.0,0.0,33.67,2.0,33.5,Warm
10468,1,8,0,1,0.0,0.0,0,0,204.0,204.0,2,0,0,0,0.0,0.0,8.0,196.0,20.0,Cold
10467,1,8,2,1,0.0,0.0,0,0,204.0,204.0,3,0,0,1,660.0,0.0,6.5,185.0,24.0,Warm
10466,1,8,6,0,0.0,0.0,0,1,204.0,204.0,5,0,1,0,78.0,0.0,40.0,44.0,18.0,Cold
10465,1,8,0,1,0.0,0.0,0,0,204.0,204.0,3,1,0,0,0.0,0.0,0.0,204.0,17.5,Cold
10464,1,8,0,1,0.0,0.0,0,0,204.0,204.0,2,1,0,0,0.0,0.0,4.0,198.0,19.5,Cold
10463,1,8,0,1,0.0,0.0,0,0,205.0,205.0,4,1,0,0,0.0,0.0,3.0,196.0,20.0,Cold
10462,1,8,0,1,0.0,0.0,0,0,205.0,205.0,3,0,0,0,13.0,0.0,2.5,199.0,20.0,Cold
10461,1,8,2,1,0.0,0.0,0,0,205.0,205.0,3,0,0,0,29.0,0.0,10.0,185.0,19.0,Cold
10460,1,8,2,1,0.0,0.0,0,0,205.0,205.0,2,0,0,0,0.0,0.0,20.0,185.0,19.0,Cold
10459,1,8,2,1,0.0,0.0,0,0,205.0,205.0,2,0,0,0,0.0,0.0,20.0,185.0,15.0,Cold
10458,1,8,2,1,0.0,0.0,0,0,206.0,206.0,2,1,0,0,0.0,0.0,19.0,185.0,20.5,Warm
10457,1,8,0,1,0.0,0.0,0,0,206.0,206.0,5,1,0,0,0.0,0.0,2.25,196.0,19.5,Cold
10456,1,8,0,1,0.0,0.0,0,0,206.0,206.0,6,0,2,0,0.0,0.0,1.8,197.0,16.0,Cold
10455,1,8,6,1,0.0,0.0,0,0,206.0,206.0,3,0,2,0,0.0,0.0,77.5,51.0,17.5,Cold
10454,1,8,2,1,0.0,0.0,0,0,206.0,206.0,2,0,0,0,0.0,0.0,19.0,185.0,15.0,Cold
10453,1,8,0,1,0.0,0.0,0,0,206.0,206.0,2,1,1,0,47.0,0.0,7.0,199.0,19.5,Cold
10452,1,8,6,1,0.0,0.0,0,0,178.0,206.0,19,8,0,0,0.0,0.0,3.22,148.0,38.0,Warm
10451,1,8,2,1,0.0,0.0,0,0,206.0,206.0,3,0,0,0,0.0,0.0,73.5,57.0,19.0,Cold
10450,1,8,0,1,0.0,0.0,0,0,206.0,206.0,4,0,0,0,126.0,0.0,2.33,198.0,20.0,Cold
10449,1,8,0,1,0.0,0.0,0,0,206.0,206.0,3,0,0,0,54.0,0.0,3.5,198.0,20.0,Cold
10448,1,8,2,1,0.0,0.0,0,0,206.0,206.0,5,3,1,0,34.0,0.0,39.0,50.0,21.5,Warm
10447,1,8,0,1,0.0,0.0,0,0,206.0,206.0,1,0,0,0,0.0,0.0,-1.0,206.0,15.5,Cold
10446,1,8,2,1,0.0,0.0,0,0,206.0,206.0,4,0,0,0,0.0,0.0,5.33,190.0,17.0,Cold
10445,1,8,0,1,0.0,0.0,0,0,206.0,206.0,1,0,0,0,0.0,0.0,-1.0,198.0,16.0,Cold
10444,1,8,2,1,0.0,0.0,0,0,206.0,206.0,4,0,3,0,0.0,0.0,52.0,50.0,11.0,Cold
10443,1,8,2,1,0.0,0.0,0,0,206.0,206.0,2,1,0,0,0.0,0.0,19.0,185.0,19.0,Cold
10442,1,8,0,1,0.0,0.0,0,0,206.0,206.0,1,0,0,0,0.0,0.0,-1.0,206.0,15.5,Cold
10441,1,8,2,1,0.0,0.0,0,0,206.0,206.0,7,1,0,1,163.0,0.0,3.67,184.0,25.5,Warm
10440,1,8,2,1,0.0,0.0,0,0,206.0,206.0,4,3,1,0,0.0,0.0,52.0,50.0,20.0,Cold
10439,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,1,0,0,0.0,0.0,4.5,199.0,19.5,Cold
10438,1,8,1,1,0.0,0.0,0,0,208.0,208.0,4,1,0,1,413.0,0.0,26.67,128.0,24.5,Warm
10437,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,1,0,0,0.0,0.0,10.0,198.0,21.5,Warm
10436,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,2,1,0,0.0,0.0,2.0,206.0,19.0,Cold
10435,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,0,0,0,17.0,0.0,5.0,198.0,20.0,Cold
10434,1,8,6,1,0.0,0.0,0,0,208.0,208.0,6,3,1,0,5.0,0.0,3.2,192.0,25.5,Warm
10433,1,8,2,1,0.0,0.0,0,0,208.0,208.0,5,2,0,0,17.0,0.0,4.5,190.0,22.0,Warm
10432,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,1,1,0,0.0,0.0,5.0,198.0,19.5,Cold
10431,1,8,2,1,0.0,0.0,0,0,208.0,208.0,4,2,0,0,0.0,0.0,52.67,50.0,20.5,Warm
10430,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,0,0,0,0.0,0.0,11.0,197.0,15.5,Cold
10429,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,2,0,0,0.0,0.0,10.0,198.0,23.0,Warm
10428,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,0,0,0,0.0,0.0,0.0,208.0,18.0,Cold
10427,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,0,0,0,16.0,0.0,5.0,198.0,20.0,Cold
10426,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,0,0,0,0.0,0.0,6.0,196.0,18.5,Cold
10425,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,0,0,0,33.0,0.0,5.0,198.0,20.0,Cold
10424,1,8,0,1,0.0,0.0,0,0,208.0,208.0,3,1,0,0,0.0,0.0,1.5,205.0,19.5,Cold
10423,1,8,0,1,0.0,0.0,0,0,208.0,208.0,1,0,0,0,0.0,0.0,-1.0,208.0,15.5,Cold
10422,1,8,0,1,0.0,0.0,0,0,208.0,208.0,2,0,0,0,0.0,0.0,2.0,196.0,20.0,Cold
10421,1,8,6,1,0.0,0.0,0,0,208.0,208.0,4,2,0,0,0.0,0.0,3.33,198.0,24.0,Warm
10420,1,8,0,1,0.0,0.0,0,0,209.0,209.0,2,0,0,0,0.0,0.0,13.0,196.0,20.0,Cold
10419,1,8,2,1,0.0,0.0,0,0,209.0,209.0,5,0,2,0,0.0,0.0,39.5,50.0,13.5,Cold
10418,1,8,0,1,0.0,0.0,0,0,209.0,209.0,1,0,0,0,0.0,0.0,-1.0,209.0,15.5,Cold
10417,1,8,2,1,0.0,0.0,0,0,209.0,209.0,2,1,0,0,0.0,0.0,24.0,185.0,20.5,Warm
10416,1,8,0,1,0.0,0.0,0,0,209.0,209.0,2,0,0,0,0.0,0.0,2.0,196.0,16.0,Cold
10415,1,8,0,1,0.0,0.0,0,0,209.0,209.0,3,0,0,0,0.0,0.0,1.0,196.0,16.0,Cold
10414,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,1,0,0,0.0,0.0,-1.0,206.0,19.5,Cold
10413,1,8,5,1,0.0,0.0,0,0,210.0,210.0,4,1,0,0,114.0,0.0,9.33,175.0,24.5,Warm
10412,1,8,2,1,0.0,0.0,0,0,210.0,210.0,3,0,0,0,106.0,0.0,12.0,185.0,19.0,Cold
10411,1,8,6,1,0.0,0.0,0,0,210.0,210.0,6,0,2,0,0.0,0.0,31.8,50.0,19.5,Cold
10410,1,8,2,1,0.0,0.0,0,0,210.0,210.0,2,0,0,0,0.0,0.0,24.0,185.0,17.5,Cold
10409,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,0,0,0,0.0,0.0,-1.0,203.0,15.5,Cold
10408,1,8,6,1,0.0,0.0,0,0,210.0,210.0,5,1,2,0,41.0,0.0,4.25,192.0,22.5,Warm
10407,1,8,0,1,0.0,0.0,0,0,210.0,210.0,3,1,0,0,0.0,0.0,6.5,196.0,20.0,Cold
10406,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,0,0,0,0.0,0.0,-1.0,203.0,18.0,Cold
10405,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,0,0,0,0.0,0.0,-1.0,203.0,15.5,Cold
10404,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,0,0,0,0.0,0.0,-1.0,206.0,15.5,Cold
10403,1,8,0,1,0.0,0.0,0,0,210.0,210.0,1,0,0,0,0.0,0.0,-1.0,206.0,15.5,Cold
10402,1,8,1,1,0.0,0.0,0,0,210.0,210.0,2,0,0,0,0.0,0.0,25.0,185.0,14.0,Cold
10401,1,8,0,1,0.0,0.0,0,0,210.0,210.0,3,1,0,1,144.0,0.0,2.5,198.0,26.5,Warm
10400,1,8,6,1,0.0,0.0,0,0,210.0,210.0,3,2,0,0,0.0,0.0,10.5,189.0,27.0,Warm
10399,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,0,0,0,0.0,0.0,26.0,185.0,17.0,Cold
10398,1,8,2,1,0.0,0.0,0,0,211.0,211.0,4,1,2,0,0.0,0.0,53.33,50.0,15.0,Cold
10397,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,2,0,0,0.0,0.0,13.0,185.0,22.0,Warm
10396,1,8,0,1,0.0,0.0,0,0,211.0,211.0,1,0,0,0,0.0,0.0,-1.0,206.0,18.0,Cold
10395,1,8,2,1,0.0,0.0,0,0,211.0,211.0,5,1,0,0,86.0,0.0,6.25,185.0,20.5,Warm
10394,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,0,0,0,0.0,0.0,26.0,185.0,14.5,Cold
10393,1,8,0,1,0.0,0.0,0,0,211.0,211.0,3,2,0,0,0.0,0.0,7.5,196.0,23.0,Warm
10392,1,8,0,1,0.0,0.0,0,0,211.0,211.0,1,1,0,0,0.0,0.0,-1.0,206.0,19.5,Cold
10391,1,8,6,1,0.0,0.0,0,0,211.0,211.0,2,2,1,0,0.0,0.0,13.0,57.0,22.5,Warm
10390,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,0,0,0,0.0,0.0,26.0,185.0,17.5,Cold
10389,1,8,1,1,0.0,0.0,0,0,211.0,211.0,3,0,0,0,0.0,0.0,13.0,185.0,15.5,Cold
10388,1,8,1,1,0.0,0.0,0,0,211.0,211.0,4,0,0,0,0.0,0.0,8.67,185.0,18.0,Cold
10387,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,1,0,0,0.0,0.0,13.0,185.0,19.0,Cold
10386,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,0,0,0,0.0,0.0,27.0,184.0,17.0,Cold
10385,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,0,0,0,0.0,0.0,13.5,184.0,19.0,Cold
10384,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,0,0,0,27.0,0.0,38.0,135.0,19.0,Cold
10383,1,8,2,1,0.0,0.0,0,0,211.0,211.0,4,0,0,0,23.0,0.0,4.67,192.0,19.0,Cold
10382,1,8,0,0,0.0,0.0,0,1,211.0,211.0,3,0,0,0,0.0,0.0,3.5,203.0,12.5,Cold
10381,2,8,2,1,0.0,0.0,0,0,211.0,211.0,3,1,0,0,0.0,0.0,77.0,57.0,23.5,Warm
10380,1,8,0,1,0.0,0.0,0,0,211.0,211.0,3,0,0,0,0.0,0.0,2.5,201.0,18.0,Cold
10379,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,2,0,0,0.0,0.0,26.0,184.0,20.0,Cold
10378,1,8,0,1,0.0,0.0,0,0,211.0,211.0,4,0,0,0,0.0,0.0,4.0,199.0,18.0,Cold
10377,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,1,0,0,0.0,0.0,13.5,184.0,19.0,Cold
10376,1,8,2,1,0.0,0.0,0,0,211.0,211.0,3,1,0,0,0.0,0.0,13.5,184.0,19.0,Cold
10375,3,8,0,8,0.0,0.0,0,0,211.0,211.0,2,2,0,0,0.0,0.0,10.0,201.0,33.0,Warm
10374,1,8,2,1,0.0,0.0,0,0,211.0,211.0,2,0,0,0,0.0,0.0,27.0,184.0,20.0,Cold
10373,1,8,2,1,0.0,0.0,0,0,212.0,212.0,3,2,0,0,0.0,0.0,13.5,185.0,23.0,Warm
10372,1,8,6,1,0.0,0.0,0,0,212.0,212.0,3,3,1,0,0.0,0.0,105.0,2.0,26.5,Warm
10371,1,8,6,1,0.0,0.0,0,0,212.0,212.0,5,2,0,0,0.0,0.0,37.25,63.0,27.0,Warm
10370,1,8,4,1,0.0,0.0,0,0,212.0,212.0,3,3,0,0,0.0,0.0,10.5,191.0,27.5,Warm
10369,1,8,6,1,0.0,0.0,0,0,212.0,212.0,4,2,0,0,52.0,0.0,7.67,189.0,29.0,Warm
10368,1,8,6,1,0.0,0.0,0,0,212.0,212.0,6,4,0,0,0.0,0.0,7.2,176.0,30.0,Warm
10367,1,8,2,1,0.0,0.0,0,0,212.0,212.0,4,3,1,0,0.0,0.0,65.33,16.0,20.0,Cold
10366,1,8,6,1,0.0,0.0,0,0,212.0,212.0,5,1,0,0,0.0,0.0,37.25,63.0,25.5,Warm
10365,1,8,2,1,0.0,0.0,0,0,212.0,212.0,3,1,0,0,0.0,0.0,20.5,171.0,21.5,Warm
10364,1,8,6,1,0.0,0.0,0,0,212.0,212.0,7,1,0,0,113.0,0.0,24.83,63.0,27.5,Warm
10363,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,9.0,203.0,18.0,Cold
10362,1,8,2,1,0.0,0.0,0,0,212.0,212.0,2,1,0,0,0.0,0.0,23.0,189.0,21.5,Warm
10361,1,8,6,1,0.0,0.0,0,0,212.0,212.0,3,1,0,0,0.0,0.0,10.0,192.0,22.5,Warm
10360,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,4,1,0,0.0,0.0,5.0,207.0,25.0,Warm
10359,1,8,6,1,0.0,0.0,0,0,212.0,212.0,5,5,0,0,0.0,0.0,10.75,169.0,28.5,Warm
10358,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,10.0,202.0,18.0,Cold
10357,1,8,0,1,0.0,0.0,0,0,212.0,212.0,1,1,1,0,0.0,0.0,-1.0,202.0,15.0,Cold
10356,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,1,1,0,22.0,0.0,7.0,195.0,19.5,Cold
10355,1,8,0,1,0.0,0.0,0,0,212.0,212.0,3,0,0,0,0.0,0.0,5.5,201.0,15.5,Cold
10354,1,8,0,1,0.0,0.0,0,0,212.0,212.0,3,2,1,0,0.0,0.0,5.5,201.0,19.0,Cold
10353,1,8,0,1,0.0,0.0,0,0,212.0,212.0,1,1,1,0,0.0,0.0,-1.0,202.0,15.0,Cold
10352,1,8,0,1,0.0,0.0,0,0,212.0,212.0,3,0,0,0,0.0,0.0,6.5,199.0,18.5,Cold
10351,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,16.0,196.0,18.0,Cold
10350,1,8,0,0,0.0,0.0,0,1,212.0,212.0,1,0,0,0,0.0,0.0,-1.0,212.0,12.5,Cold
10349,1,8,1,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,17.0,195.0,16.0,Cold
10348,1,8,0,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,11.0,201.0,15.5,Cold
10347,1,8,1,1,0.0,0.0,0,0,212.0,212.0,2,0,0,0,0.0,0.0,17.0,195.0,16.0,Cold
10346,1,8,1,1,0.0,0.0,0,0,212.0,212.0,3,0,0,0,57.0,0.0,28.0,156.0,18.0,Cold
10345,1,8,2,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,29.0,184.0,17.0,Cold
10344,1,8,0,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,1.0,212.0,15.5,Cold
10343,1,8,0,1,0.0,0.0,0,0,213.0,213.0,3,0,0,0,73.0,0.0,7.5,198.0,20.0,Cold
10342,1,8,0,1,0.0,0.0,0,0,213.0,213.0,3,1,0,0,0.0,0.0,9.0,195.0,20.0,Cold
10341,1,8,2,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,29.0,184.0,17.0,Cold
10340,1,8,0,1,0.0,0.0,0,0,213.0,213.0,2,1,0,0,0.0,0.0,1.0,212.0,19.5,Cold
10339,1,8,2,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,29.0,184.0,17.0,Cold
10338,1,8,2,1,0.0,0.0,0,0,213.0,213.0,3,1,0,0,54.0,0.0,56.0,101.0,20.5,Warm
10337,1,8,4,1,0.0,0.0,0,0,213.0,213.0,6,1,0,0,0.0,0.0,27.4,76.0,21.5,Warm
10336,1,8,6,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,21.0,192.0,21.0,Warm
10335,1,8,0,0,0.0,0.0,0,1,213.0,213.0,1,0,0,0,0.0,0.0,-1.0,213.0,12.5,Cold
10334,1,8,6,1,0.0,0.0,0,0,213.0,213.0,4,0,0,0,28.0,0.0,50.0,63.0,23.0,Warm
10333,1,8,0,1,0.0,0.0,0,0,213.0,213.0,5,3,1,0,0.0,0.0,4.0,197.0,20.5,Warm
10332,1,8,2,1,0.0,0.0,0,0,213.0,213.0,6,3,0,0,0.0,0.0,4.6,190.0,21.5,Warm
10331,1,8,2,1,0.0,0.0,0,0,213.0,213.0,4,1,0,0,68.0,0.0,7.0,192.0,20.5,Warm
10330,1,8,2,1,0.0,0.0,0,0,213.0,213.0,6,3,0,0,106.0,0.0,4.2,192.0,23.5,Warm
10329,1,8,6,1,0.0,0.0,0,0,213.0,213.0,5,2,1,1,229.0,0.0,37.5,63.0,29.0,Warm
10328,1,8,2,1,0.0,0.0,0,0,213.0,213.0,2,0,0,0,0.0,0.0,29.0,184.0,14.5,Cold
10327,1,8,6,1,0.0,0.0,0,0,213.0,213.0,3,0,0,0,0.0,0.0,11.0,191.0,21.0,Warm
10326,2,8,0,1,0.0,0.0,0,0,213.0,213.0,2,1,0,0,0.0,0.0,15.0,198.0,27.5,Warm
10325,1,8,6,1,0.0,0.0,0,0,213.0,213.0,2,1,1,0,0.0,0.0,20.0,193.0,20.5,Warm
10324,1,8,2,1,0.0,0.0,0,0,213.0,213.0,2,1,0,0,0.0,0.0,29.0,184.0,18.5,Cold
10323,1,8,0,0,0.0,0.0,0,1,213.0,213.0,1,0,0,0,0.0,0.0,-1.0,213.0,12.5,Cold
10322,1,8,6,1,0.0,0.0,0,0,213.0,213.0,2,1,0,0,0.0,0.0,30.0,183.0,22.5,Warm
10321,1,8,6,1,0.0,0.0,0,0,214.0,214.0,6,1,0,0,119.0,0.0,24.6,91.0,24.5,Warm
10320,1,8,5,1,0.0,0.0,0,0,214.0,214.0,3,2,0,0,0.0,0.0,21.0,172.0,27.0,Warm
10319,1,8,3,1,0.0,0.0,0,0,214.0,214.0,6,4,1,0,31.0,0.0,5.6,186.0,28.0,Warm
10318,1,8,0,1,0.0,0.0,0,0,214.0,214.0,3,2,0,0,0.0,0.0,10.5,193.0,19.0,Cold
10317,1,8,2,1,0.0,0.0,0,0,215.0,215.0,4,3,0,0,0.0,0.0,55.0,50.0,22.0,Warm
10316,1,8,0,1,0.0,0.0,0,0,215.0,215.0,4,1,0,0,0.0,0.0,4.67,201.0,19.5,Cold
10315,1,8,2,1,0.0,0.0,0,0,215.0,215.0,5,1,0,1,249.0,0.0,5.75,192.0,25.5,Warm
10314,1,8,0,1,0.0,0.0,0,0,216.0,216.0,2,1,0,0,0.0,0.0,5.0,211.0,19.5,Cold
10313,1,8,0,1,0.0,0.0,0,0,216.0,216.0,2,1,0,0,0.0,0.0,5.0,211.0,19.5,Cold
10312,1,8,0,1,0.0,0.0,0,0,216.0,216.0,3,1,0,1,396.0,0.0,9.0,198.0,26.5,Warm
10311,1,8,0,1,0.0,0.0,0,0,216.0,216.0,2,0,0,0,0.0,0.0,5.0,211.0,16.0,Cold
10310,1,8,0,1,0.0,0.0,0,0,216.0,216.0,3,0,0,1,211.0,0.0,9.0,198.0,25.0,Warm
10309,1,8,0,1,0.0,0.0,0,0,216.0,216.0,3,1,0,1,172.0,0.0,9.0,198.0,26.5,Warm
10308,1,8,0,1,0.0,0.0,0,0,216.0,216.0,4,0,0,1,135.0,0.0,10.67,184.0,25.0,Warm
10307,1,8,1,1,0.0,0.0,0,0,216.0,216.0,4,1,1,0,85.0,0.0,18.33,161.0,17.5,Cold
10306,1,8,1,1,0.0,0.0,0,0,216.0,216.0,2,1,0,0,0.0,0.0,21.0,195.0,17.5,Cold
10305,1,8,2,1,0.0,0.0,0,0,216.0,216.0,4,2,0,0,0.0,0.0,55.33,50.0,20.5,Warm
10304,1,8,6,1,0.0,0.0,0,0,216.0,216.0,4,3,1,0,30.0,0.0,8.0,192.0,25.5,Warm
10303,1,8,2,1,0.0,0.0,0,0,216.0,216.0,3,1,0,0,0.0,0.0,83.0,50.0,19.0,Cold
10302,1,8,6,1,0.0,0.0,0,0,216.0,216.0,6,2,1,0,0.0,0.0,4.8,192.0,22.5,Warm
10301,1,8,0,1,0.0,0.0,0,0,216.0,216.0,4,0,0,0,0.0,0.0,4.33,203.0,18.0,Cold
